sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Direct Object,Indirect Object,"""Of"" Object",Mark,Subject,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb
Just the absoluteness of the singing in turn suffices to produce an assertion of an T ' identical to itself : there seems simply no gap between the subject singing and the objective state that is the song made physical .,Just/RB the/DT absoluteness/NNS of/IN the/DT singing/NN in/IN turn/NN suffices/VBZ to/TO produce/VB an/DT assertion/NN of/IN an/DT T/NNP '/POS identical/NN to/TO itself/PRP :/: there/EX seems/VBZ simply/RB no/DT gap/NN between/IN the/DT subject/NN singing/NN and/CC the/DT objective/JJ state/NN that/WDT is/VBZ the/DT song/NN made/VBN physical/JJ ./.," advmod(absoluteness-3, Just-1) det(absoluteness-3, the-2) nsubj(suffices-9, absoluteness-3) nsubj(produce-11, absoluteness-3) case(singing-6, of-4) det(singing-6, the-5) nmod:of(absoluteness-3, singing-6) case(turn-8, in-7) nmod:in(singing-6, turn-8) root(ROOT-0, suffices-9) mark(produce-11, to-10) xcomp(suffices-9, produce-11) det(assertion-13, an-12) dobj(produce-11, assertion-13) case(identical-18, of-14) det(T-16, an-15) nmod:poss(identical-18, T-16) case(T-16, '-17) nmod:of(assertion-13, identical-18) case(itself-20, to-19) nmod:to(produce-11, itself-20) expl(seems-23, there-22) parataxis(suffices-9, seems-23) advmod(seems-23, simply-24) neg(gap-26, no-25) nsubj(seems-23, gap-26) case(singing-30, between-27) det(singing-30, the-28) compound(singing-30, subject-29) nmod:between(gap-26, singing-30) cc(gap-26, and-31) det(state-34, the-32) amod(state-34, objective-33) nsubj(seems-23, state-34) conj:and(gap-26, state-34) nsubj(song-38, state-34) ref(state-34, that-35) cop(song-38, is-36) det(song-38, the-37) acl:relcl(state-34, song-38) acl(song-38, made-39) xcomp(made-39, physical-40)  ",singing,30,"case(singing-30, between-27) det(singing-30, the-28) compound(singing-30, subject-29) nmod:between(gap-26, singing-30) ",no gap between the subject singing and the objective state that,NN,[],,,,,[],[],[],[],[],"[('between', 'gap')]",['between'],['gap'],[],['the'],[],['subject'],[],[],[],[],['between'],[],[],,,singular,
"The utter simplicity of the situation in the second stanza , for example , shaped only by a contrast to the dependencies registered in the preceding one , gives us a world in which there might be nothing but the singing , with all impurities driven away by the need to separate oneself from what the moon dominates .","The/DT utter/JJ simplicity/NN of/IN the/DT situation/NN in/IN the/DT second/JJ stanza/NN ,/, for/IN example/NN ,/, shaped/VBN only/RB by/IN a/DT contrast/NN to/TO the/DT dependencies/NNS registered/VBN in/IN the/DT preceding/VBG one/NN ,/, gives/VBZ us/PRP a/DT world/NN in/IN which/WDT there/EX might/MD be/VB nothing/NN but/CC the/DT singing/NN ,/, with/IN all/DT impurities/NNS driven/VBN away/RP by/IN the/DT need/NN to/TO separate/VB oneself/PRP from/IN what/WP the/DT moon/NN dominates/VBZ ./."," det(simplicity-3, The-1) amod(simplicity-3, utter-2) nsubj(gives-29, simplicity-3) case(situation-6, of-4) det(situation-6, the-5) nmod:of(simplicity-3, situation-6) case(stanza-10, in-7) det(stanza-10, the-8) amod(stanza-10, second-9) nmod:in(situation-6, stanza-10) case(example-13, for-12) nmod:for(simplicity-3, example-13) acl(example-13, shaped-15) advmod(shaped-15, only-16) case(contrast-19, by-17) det(contrast-19, a-18) nmod:by(shaped-15, contrast-19) case(dependencies-22, to-20) det(dependencies-22, the-21) nmod:to(shaped-15, dependencies-22) acl(dependencies-22, registered-23) case(one-27, in-24) det(one-27, the-25) amod(one-27, preceding-26) nmod:in(registered-23, one-27) root(ROOT-0, gives-29) iobj(gives-29, us-30) det(world-32, a-31) dobj(gives-29, world-32) nmod:in(nothing-38, world-32) case(which-34, in-33) ref(world-32, which-34) expl(nothing-38, there-35) aux(nothing-38, might-36) cop(nothing-38, be-37) acl:relcl(world-32, nothing-38) case(singing-41, but-39) det(singing-41, the-40) nmod:but(nothing-38, singing-41) case(impurities-45, with-43) det(impurities-45, all-44) nmod:with(nothing-38, impurities-45) acl(impurities-45, driven-46) compound:prt(driven-46, away-47) case(need-50, by-48) det(need-50, the-49) nmod:by(driven-46, need-50) mark(separate-52, to-51) acl(need-50, separate-52) dobj(separate-52, oneself-53) mark(dominates-58, from-54) dobj(dominates-58, what-55) det(moon-57, the-56) nsubj(dominates-58, moon-57) advcl(separate-52, dominates-58)  ",singing,41,"case(singing-41, but-39) det(singing-41, the-40) nmod:but(nothing-38, singing-41) ","might be nothing but the singing , with all impurities driven",NN,[],,,,,[],[],[],[],[],"[('but', 'nothing')]",['but'],['nothing'],[],['the'],[],[],[],[],[],[],['but'],[],[],,,singular,
"Long I sounds literally take the poem over , spreading the light produced by and as the T ' of the singing .","Long/RB I/PRP sounds/VBZ literally/RB take/VB the/DT poem/NN over/IN ,/, spreading/VBG the/DT light/NN produced/VBN by/IN and/CC as/IN the/DT T/NNP '/'' of/IN the/DT singing/NN ./."," advmod(sounds-3, Long-1) nsubj(sounds-3, I-2) root(ROOT-0, sounds-3) advmod(take-5, literally-4) ccomp(sounds-3, take-5) det(poem-7, the-6) dobj(take-5, poem-7) nmod(take-5, over-8) advcl(take-5, spreading-10) det(light-12, the-11) dobj(spreading-10, light-12) acl(light-12, produced-13) acl(light-12, produced-13') conj:and(produced-13, produced-13') case(T-18, by-14) cc(by-14, and-15) conj:and(by-14, as-16) det(T-18, the-17) nmod:as(produced-13', T-18) nmod:by(produced-13, T-18) case(singing-22, of-20) det(singing-22, the-21) nmod:of(T-18, singing-22)  ",singing,22,"case(singing-22, of-20) det(singing-22, the-21) nmod:of(T-18, singing-22) ",the T ' of the singing .,NN,[],,,,,[],[],[],[],[],"[('of', 'T')]",['of'],['T'],[],['the'],[],[],[],[],[],[],['of'],[],[],,,singular,
"In 1862 , the Union Army rejoiced in singing the year 's most popular ditty : PREFORMATTED TABLE <p> But nothing can quite match the horrors of World War I , the conflict that the French still call la grande guerre ( the Great War ) and that we labeled "" the war to end all wars . ""","In/IN 1862/CD ,/, the/DT Union/NNP Army/NNP rejoiced/VBD in/IN singing/VBG the/DT year/NN 's/POS most/RBS popular/JJ ditty/NN :/: PREFORMATTED/NNP TABLE/NNP <p>/NNP But/CC nothing/NN can/MD quite/RB match/VB the/DT horrors/NNS of/IN World/NNP War/NNP I/NNP ,/, the/DT conflict/NN that/IN the/DT French/NNP still/RB call/VBP la/DT grande/JJ guerre/NN -LRB-/-LRB- the/DT Great/NNP War/NNP -RRB-/-RRB- and/CC that/IN we/PRP labeled/VBD ''/'' the/DT war/NN to/TO end/VB all/DT wars/NNS ./. ''/''"," case(1862-2, In-1) nmod:in(rejoiced-7, 1862-2) det(Army-6, the-4) compound(Army-6, Union-5) nsubj(rejoiced-7, Army-6) root(ROOT-0, rejoiced-7) mark(singing-9, in-8) advcl(rejoiced-7, singing-9) det(year-11, the-10) nmod:poss(ditty-15, year-11) case(year-11, 's-12) advmod(popular-14, most-13) amod(ditty-15, popular-14) dobj(singing-9, ditty-15) compound(<p>-19, PREFORMATTED-17) compound(<p>-19, TABLE-18) dep(ditty-15, <p>-19) cc(rejoiced-7, But-20) nsubj(match-24, nothing-21) aux(match-24, can-22) advmod(match-24, quite-23) conj:but(rejoiced-7, match-24) det(horrors-26, the-25) dobj(match-24, horrors-26) case(I-30, of-27) compound(I-30, World-28) compound(I-30, War-29) nmod:of(horrors-26, I-30) det(conflict-33, the-32) appos(I-30, conflict-33) mark(call-38, that-34) det(French-36, the-35) nsubj(call-38, French-36) advmod(call-38, still-37) ccomp(match-24, call-38) det(guerre-41, la-39) amod(guerre-41, grande-40) dobj(call-38, guerre-41) det(War-45, the-43) compound(War-45, Great-44) appos(guerre-41, War-45) cc(call-38, and-47) mark(labeled-50, that-48) nsubj(labeled-50, we-49) ccomp(match-24, labeled-50) conj:and(call-38, labeled-50) det(war-53, the-52) dobj(match-24, war-53) mark(end-55, to-54) acl(war-53, end-55) det(wars-57, all-56) dobj(end-55, wars-57)  ",singing,9,"mark(singing-9, in-8) dobj(singing-9, ditty-15) advcl(rejoiced-7, singing-9) ",the Union Army rejoiced in singing the year 's most popular,VBG,[],,,,,['ditty'],[],[],['in'],[],[],[],[],[],[],[],[],[],[],[],"['World', 'War']",[],[],[],World,other,,
"Most studies of small birds were based on counts of singing individuals , which represent only a segment of a bird population , and also displayed relatively high variability .","Most/JJS studies/NNS of/IN small/JJ birds/NNS were/VBD based/VBN on/IN counts/NNS of/IN singing/NN individuals/NNS ,/, which/WDT represent/VBP only/RB a/DT segment/NN of/IN a/DT bird/NN population/NN ,/, and/CC also/RB displayed/VBN relatively/RB high/JJ variability/RB ./."," amod(studies-2, Most-1) nsubjpass(based-7, studies-2) nsubjpass(displayed-26, studies-2) case(birds-5, of-3) amod(birds-5, small-4) nmod:of(studies-2, birds-5) auxpass(based-7, were-6) root(ROOT-0, based-7) case(counts-9, on-8) nmod:on(based-7, counts-9) case(individuals-12, of-10) compound(individuals-12, singing-11) nmod:of(counts-9, individuals-12) nsubj(represent-15, individuals-12) ref(individuals-12, which-14) acl:relcl(individuals-12, represent-15) advmod(segment-18, only-16) det(segment-18, a-17) dobj(represent-15, segment-18) case(population-22, of-19) det(population-22, a-20) compound(population-22, bird-21) nmod:of(segment-18, population-22) cc(based-7, and-24) advmod(displayed-26, also-25) conj:and(based-7, displayed-26) advmod(high-28, relatively-27) xcomp(displayed-26, high-28) advmod(displayed-26, variability-29)  ",singing,11,"compound(individuals-12, singing-11) ","were based on counts of singing individuals , which represent only",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['individuals'],[],[],[],[],[],[],[],,,singular,
"Close by , the "" singing sands "" beach literally goes on for miles -- I 've never actually run out of beach to walk on here .","Close/RB by/IN ,/, the/DT ''/'' singing/NN sands/NNS ''/'' beach/NNS literally/RB goes/VBZ on/RP for/IN miles/NNS --/: I/PRP 've/VBP never/RB actually/RB run/VBN out/RB of/IN beach/NN to/TO walk/VB on/IN here/RB ./."," dep(the-4, Close-1) nmod(Close-1, by-2) dep(goes-11, the-4) compound(beach-9, singing-6) compound(beach-9, sands-7) nsubj(goes-11, beach-9) advmod(goes-11, literally-10) root(ROOT-0, goes-11) compound:prt(goes-11, on-12) case(miles-14, for-13) nmod:for(goes-11, miles-14) nsubj(run-20, I-16) nsubj(walk-25, I-16) aux(run-20, 've-17) neg(run-20, never-18) advmod(run-20, actually-19) parataxis(goes-11, run-20) advmod(run-20, out-21) case(beach-23, of-22) nmod:of(run-20, beach-23) mark(walk-25, to-24) xcomp(run-20, walk-25) case(here-27, on-26) nmod:on(walk-25, here-27)  ",singing,6,"compound(beach-9, singing-6) ","Close by , the "" singing sands "" beach literally goes",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['beach'],[],[],[],[],[],[],[],,,singular,
"The day after he left Antwerp , an immense crowd , full-throated , singing the praises of God , assembled after vespers before the doors of the Onze Lieve Vrouwekerk , the Cathedral of Our Dear Lady , the greatest and grandest of all parish churches .","The/DT day/NN after/IN he/PRP left/VBD Antwerp/NNP ,/, an/DT immense/JJ crowd/NN ,/, full-throated/JJ ,/, singing/VBG the/DT praises/NN of/IN God/NNP ,/, assembled/VBD after/IN vespers/NNS before/IN the/DT doors/NNS of/IN the/DT Onze/NNP Lieve/NNP Vrouwekerk/NNP ,/, the/DT Cathedral/NN of/IN Our/PRP$ Dear/JJ Lady/NN ,/, the/DT greatest/JJS and/CC grandest/NN of/IN all/DT parish/JJ churches/NNS ./."," det(day-2, The-1) dep(left-5, day-2) mark(left-5, after-3) nsubj(left-5, he-4) dep(assembled-20, left-5) nsubj(full-throated-12, Antwerp-6) det(crowd-10, an-8) amod(crowd-10, immense-9) appos(Antwerp-6, crowd-10) xcomp(left-5, full-throated-12) dep(assembled-20, singing-14) det(praises-16, the-15) dobj(singing-14, praises-16) case(God-18, of-17) nmod:of(praises-16, God-18) root(ROOT-0, assembled-20) case(vespers-22, after-21) nmod:after(assembled-20, vespers-22) case(doors-25, before-23) det(doors-25, the-24) nmod:before(assembled-20, doors-25) case(Vrouwekerk-30, of-26) det(Vrouwekerk-30, the-27) compound(Vrouwekerk-30, Onze-28) compound(Vrouwekerk-30, Lieve-29) nmod:of(doors-25, Vrouwekerk-30) det(Cathedral-33, the-32) nmod:before(assembled-20, Cathedral-33) conj:and(doors-25, Cathedral-33) case(Lady-37, of-34) nmod:poss(Lady-37, Our-35) amod(Lady-37, Dear-36) nmod:of(Cathedral-33, Lady-37) det(greatest-40, the-39) appos(Lady-37, greatest-40) cc(doors-25, and-41) nmod:before(assembled-20, grandest-42) conj:and(doors-25, grandest-42) case(churches-46, of-43) det(churches-46, all-44) amod(churches-46, parish-45) nmod:of(grandest-42, churches-46)  ",singing,14,"dobj(singing-14, praises-16) dep(assembled-20, singing-14) ","immense crowd , full-throated , singing the praises of God ,",VBG,[],,,,,['praises'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
"They held three services a day in the tabernacle , preaching and singing and praying .","They/PRP held/VBD three/CD services/NNS a/DT day/NN in/IN the/DT tabernacle/NN ,/, preaching/VBG and/CC singing/VBG and/CC praying/VBG ./."," nsubj(held-2, They-1) root(ROOT-0, held-2) nummod(services-4, three-3) dobj(held-2, services-4) det(day-6, a-5) dep(services-4, day-6) case(tabernacle-9, in-7) det(tabernacle-9, the-8) nmod:in(held-2, tabernacle-9) dep(held-2, preaching-11) cc(preaching-11, and-12) dep(held-2, singing-13) conj:and(preaching-11, singing-13) cc(singing-13, and-14) conj:and(preaching-11, praying-15) conj:and(singing-13, praying-15)  ",singing,13,"cc(singing-13, and-14) conj:and(singing-13, praying-15) dep(held-2, singing-13) conj:and(preaching-11, singing-13) ","the tabernacle , preaching and singing and praying .",VBG,[],,,,,[],[],[],[],[],[],[],[],[],[],"[('and', 'praying'), ('and', 'preaching')]",[],[],[],[],[],[],[],[],,,,
"the preacher would shout , and above his voice , and above our singing , the tabernacle seemed to brood , impassively , with shadows under its wings .","the/DT preacher/NN would/MD shout/VB ,/, and/CC above/IN his/PRP$ voice/NN ,/, and/CC above/IN our/PRP$ singing/NN ,/, the/DT tabernacle/NN seemed/VBD to/TO brood/NN ,/, impassively/RB ,/, with/IN shadows/NNS under/IN its/PRP$ wings/NNS ./."," det(preacher-2, the-1) nsubj(shout-4, preacher-2) aux(shout-4, would-3) root(ROOT-0, shout-4) cc(shout-4, and-6) case(voice-9, above-7) nmod:poss(voice-9, his-8) nmod:above(seemed-18, voice-9) cc(seemed-18, and-11) case(singing-14, above-12) nmod:poss(singing-14, our-13) nmod:above(seemed-18', singing-14) det(tabernacle-17, the-16) nsubj(seemed-18, tabernacle-17) nsubj(seemed-18', tabernacle-17) conj:and(shout-4, seemed-18) conj:and(shout-4, seemed-18') conj:and(seemed-18, seemed-18') case(brood-20, to-19) nmod:to(seemed-18, brood-20) advmod(seemed-18, impassively-22) case(shadows-25, with-24) nmod:with(seemed-18, shadows-25) case(wings-28, under-26) nmod:poss(wings-28, its-27) nmod:under(shadows-25, wings-28)  ",singing,14,"case(singing-14, above-12) nmod:poss(singing-14, our-13) ","voice , and above our singing , the tabernacle seemed to",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['our'],[],['above'],[],[],,,singular,
"Things narrowed and focused as the service went on , first to the pulpit , then to the altar rail , the point of energy and desire where people , kneeling , disappeared behind the people who were standing , and then in a minute voices would rise above the singing -- "" Glory !","Things/NNS narrowed/VBD and/CC focused/VBD as/IN the/DT service/NN went/VBD on/RP ,/, first/RB to/TO the/DT pulpit/NN ,/, then/RB to/TO the/DT altar/NN rail/NN ,/, the/DT point/NN of/IN energy/NN and/CC desire/NN where/WRB people/NNS ,/, kneeling/VBG ,/, disappeared/VBD behind/IN the/DT people/NNS who/WP were/VBD standing/VBG ,/, and/CC then/RB in/IN a/DT minute/JJ voices/NNS would/MD rise/VB above/IN the/DT singing/NN --/: ''/'' Glory/NN !/."," nsubj(narrowed-2, Things-1) nsubj(focused-4, Things-1) root(ROOT-0, narrowed-2) cc(narrowed-2, and-3) conj:and(narrowed-2, focused-4) mark(went-8, as-5) det(service-7, the-6) nsubj(went-8, service-7) advcl(focused-4, went-8) compound:prt(went-8, on-9) advmod(pulpit-14, first-11) case(pulpit-14, to-12) det(pulpit-14, the-13) advcl:to(went-8, pulpit-14) advmod(rail-20, then-16) case(rail-20, to-17) det(rail-20, the-18) compound(rail-20, altar-19) nmod:to(pulpit-14, rail-20) det(point-23, the-22) appos(rail-20, point-23) case(energy-25, of-24) nmod:of(point-23, energy-25) cc(energy-25, and-26) nmod:of(point-23, desire-27) conj:and(energy-25, desire-27) nsubj(standing-39, desire-27) advmod(disappeared-33, where-28) nsubj(disappeared-33, people-29) acl(people-29, kneeling-31) acl:relcl(desire-27, disappeared-33) case(people-36, behind-34) det(people-36, the-35) nmod:behind(disappeared-33, people-36) nsubj(standing-39, people-36) ref(desire-27, who-37) ref(people-36, who-37) aux(standing-39, were-38) acl:relcl(people-36, standing-39) cc(disappeared-33, and-41) nsubj(rise-48, then-42) case(voices-46, in-43) det(voices-46, a-44) amod(voices-46, minute-45) nmod:in(then-42, voices-46) aux(rise-48, would-47) acl:relcl(desire-27, rise-48) conj:and(disappeared-33, rise-48) case(singing-51, above-49) det(singing-51, the-50) nmod:above(rise-48, singing-51) dobj(narrowed-2, Glory-54)  ",singing,51,"case(singing-51, above-49) det(singing-51, the-50) nmod:above(rise-48, singing-51) ","voices would rise above the singing -- "" Glory !",NN,[],,,,,[],[],[],[],[],"[('above', 'rise')]",['above'],['rise'],[],['the'],[],[],[],[],[],[],['above'],[],[],,,singular,
"They had lost track of most of the facts -- the singing , the yellow light , the concrete floor so cold through the strip of carpet , the grove outside , where it was so dark .","They/PRP had/VBD lost/VBN track/NN of/IN most/JJS of/IN the/DT facts/NNS --/: the/DT singing/NN ,/, the/DT yellow/JJ light/NN ,/, the/DT concrete/JJ floor/NN so/RB cold/JJ through/IN the/DT strip/NN of/IN carpet/NN ,/, the/DT grove/NN outside/IN ,/, where/WRB it/PRP was/VBD so/RB dark/JJ ./."," nsubj(lost-3, They-1) aux(lost-3, had-2) root(ROOT-0, lost-3) dobj(lost-3, track-4) case(most-6, of-5) nmod:of(track-4, most-6) case(facts-9, of-7) det(facts-9, the-8) nmod:of(most-6, facts-9) det(singing-12, the-11) dep(facts-9, singing-12) det(light-16, the-14) amod(light-16, yellow-15) appos(singing-12, light-16) det(floor-20, the-18) amod(floor-20, concrete-19) appos(singing-12, floor-20) advmod(cold-22, so-21) amod(facts-9, cold-22) case(strip-25, through-23) det(strip-25, the-24) nmod:through(lost-3, strip-25) case(carpet-27, of-26) nmod:of(strip-25, carpet-27) det(grove-30, the-29) advmod(strip-25, grove-30) case(grove-30, outside-31) advmod(dark-37, where-33) nsubj(dark-37, it-34) cop(dark-37, was-35) advmod(dark-37, so-36) advcl(lost-3, dark-37)  ",singing,12,"det(singing-12, the-11) appos(singing-12, light-16) appos(singing-12, floor-20) dep(facts-9, singing-12) ","of the facts -- the singing , the yellow light ,",NN,[],,,,,[],[],[],[],[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],"['modified', 'light', 'modified', 'floor']",,,singular,
